Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Case_Closure_Days
188,2020-09-01,2020-08-01,09-01-2020 18:53,Nagpur,236,IDENTITY THEFT,66,F,,Violent Crime,14,Yes,2020-03-15,2020,66.0
189,2020-09-01,2020-08-01,09-01-2020 03:24,Hyderabad,415,EXTORTION,24,F,Knife,Other Crime,2,Yes,2020-03-23,2020,74.0
190,2020-11-01,2020-08-01,08-01-2020 21:24,Chennai,151,CYBERCRIME,44,M,Explosives,Other Crime,15,Yes,2020-02-12,2020,32.0
191,2020-09-01,2020-08-01,09-01-2020 15:53,Chennai,268,KIDNAPPING,63,F,Knife,Other Crime,9,No,,2020,
192,2020-09-01,2020-08-01,09-01-2020 20:39,Delhi,381,IDENTITY THEFT,18,M,Blunt Object,Violent Crime,11,Yes,2020-01-20,2020,11.0
193,2020-10-01,2020-09-01,09-01-2020 05:28,Ghaziabad,249,PUBLIC INTOXICATION,19,F,,Other Crime,3,No,,2020,
194,2020-09-01,2020-09-01,09-01-2020 04:00,Jaipur,389,DOMESTIC VIOLENCE,49,M,,Violent Crime,12,Yes,2020-03-06,2020,57.0
195,2020-11-01,2020-09-01,09-01-2020 08:16,Delhi,235,ILLEGAL POSSESSION,33,F,Poison,Other Crime,12,No,,2020,
196,2020-10-01,2020-09-01,10-01-2020 00:18,Lucknow,562,DOMESTIC VIOLENCE,56,M,Other,Violent Crime,4,Yes,2020-02-14,2020,35.0
197,2020-10-01,2020-09-01,09-01-2020 15:55,Ahmedabad,287,PUBLIC INTOXICATION,32,M,Explosives,Other Crime,1,Yes,2020-01-24,2020,14.0
198,2020-11-01,2020-09-01,09-01-2020 10:20,Hyderabad,316,EXTORTION,25,F,Explosives,Other Crime,10,Yes,2020-01-22,2020,11.0
199,2020-10-01,2020-09-01,09-01-2020 21:01,Delhi,367,ARSON,62,F,Firearm,Fire Accident,3,No,,2020,
200,2020-11-01,2020-09-01,10-01-2020 02:06,Nashik,471,HOMICIDE,56,F,Blunt Object,Other Crime,4,No,,2020,
201,2020-11-01,2020-09-01,10-01-2020 04:27,Srinagar,365,COUNTERFEITING,27,F,Blunt Object,Other Crime,8,Yes,2020-02-05,2020,25.0
202,2020-12-01,2020-09-01,09-01-2020 18:52,Nagpur,484,FRAUD,63,M,Explosives,Other Crime,13,No,,2020,
203,2020-10-01,2020-09-01,09-01-2020 12:58,Mumbai,257,DRUG OFFENSE,34,F,Blunt Object,Other Crime,2,Yes,2020-03-15,2020,65.0
204,2020-11-01,2020-09-01,09-01-2020 13:00,Lucknow,427,KIDNAPPING,16,F,Firearm,Other Crime,5,Yes,2020-03-14,2020,63.0
205,2020-11-01,2020-09-01,10-01-2020 02:34,Hyderabad,340,SHOPLIFTING,59,F,Other,Other Crime,13,Yes,2020-03-03,2020,52.0
206,2020-09-01,2020-09-01,09-01-2020 23:51,Thane,246,VEHICLE - STOLEN,44,F,,Violent Crime,7,Yes,2020-02-29,2020,51.0
207,2020-11-01,2020-09-01,10-01-2020 12:37,Bangalore,376,COUNTERFEITING,21,F,Blunt Object,Other Crime,3,Yes,2020-02-10,2020,30.0
208,2020-09-01,2020-09-01,09-01-2020 20:15,Patna,542,ASSAULT,59,M,,Violent Crime,2,No,,2020,
209,2020-10-01,2020-09-01,09-01-2020 17:29,Hyderabad,257,EXTORTION,41,F,Explosives,Other Crime,17,No,,2020,
210,2020-12-01,2020-09-01,10-01-2020 06:07,Kolkata,573,PUBLIC INTOXICATION,43,F,Knife,Other Crime,18,Yes,2020-01-14,2020,2.0
211,2020-11-01,2020-09-01,09-01-2020 20:05,Bhopal,148,COUNTERFEITING,15,M,Explosives,Other Crime,6,No,,2020,
212,2020-10-01,2020-09-01,10-01-2020 14:15,Delhi,439,FIREARM OFFENSE,34,M,Blunt Object,Fire Accident,17,No,,2020,
213,2020-11-01,2020-09-01,10-01-2020 07:00,Kolkata,598,IDENTITY THEFT,19,F,Firearm,Violent Crime,6,Yes,2020-01-21,2020,10.0
214,2020-11-01,2020-09-01,10-01-2020 02:45,Bangalore,239,VEHICLE - STOLEN,73,M,Explosives,Violent Crime,13,Yes,2020-03-13,2020,62.0
215,2020-11-01,2020-09-01,10-01-2020 00:56,Delhi,267,SEXUAL ASSAULT,44,M,Explosives,Violent Crime,1,Yes,2021-09-01,2020,599.0
216,2020-10-01,2020-09-01,10-01-2020 09:23,Ahmedabad,163,SHOPLIFTING,14,F,Knife,Other Crime,18,No,,2020,
217,2020-12-01,2020-10-01,10-01-2020 05:32,Kolkata,572,COUNTERFEITING,73,M,,Other Crime,2,Yes,2020-02-23,2020,42.0
218,2020-11-01,2020-10-01,10-01-2020 23:36,Surat,561,FRAUD,49,F,Other,Other Crime,18,No,,2020,
219,2020-12-01,2020-10-01,10-01-2020 08:44,Pune,336,TRAFFIC VIOLATION,61,M,Other,Traffic Fatality,10,No,,2020,
220,2020-12-01,2020-10-01,10-01-2020 17:27,Nagpur,563,BURGLARY,68,F,Knife,Other Crime,18,No,,2020,
221,2020-10-01,2020-10-01,11-01-2020 03:16,Kolkata,218,VEHICLE - STOLEN,24,F,,Violent Crime,1,Yes,2020-02-15,2020,36.0
222,2020-11-01,2020-10-01,10-01-2020 05:29,Ludhiana,276,KIDNAPPING,69,F,Poison,Other Crime,7,Yes,2020-01-22,2020,11.0
223,2020-11-01,2020-10-01,10-01-2020 19:37,Bangalore,570,FRAUD,55,F,Poison,Other Crime,11,No,,2020,
224,2020-12-01,2020-10-01,10-01-2020 23:31,Chennai,307,ROBBERY,49,F,Knife,Violent Crime,19,Yes,2020-05-01,2020,110.0
225,2020-10-01,2020-10-01,11-01-2020 00:10,Bangalore,153,CYBERCRIME,40,F,Firearm,Other Crime,5,Yes,2020-04-01,2020,82.0
226,2020-10-01,2020-10-01,10-01-2020 15:46,Surat,340,HOMICIDE,51,F,Explosives,Other Crime,8,No,,2020,
227,2020-12-01,2020-10-01,10-01-2020 23:35,Mumbai,365,VANDALISM,35,F,Poison,Other Crime,15,Yes,2020-03-16,2020,64.0
228,2020-10-01,2020-10-01,11-01-2020 01:56,Pune,269,COUNTERFEITING,65,F,Blunt Object,Other Crime,6,No,,2020,
229,,2020-10-01,11-01-2020 04:03,Jaipur,247,VEHICLE - STOLEN,61,F,Other,Violent Crime,18,Yes,2020-02-25,2020,43.0
230,2020-11-01,2020-10-01,11-01-2020 08:27,Ahmedabad,190,VANDALISM,35,M,Poison,Other Crime,8,No,,2020,
231,2020-12-01,2020-10-01,10-01-2020 22:47,Pune,429,IDENTITY THEFT,45,M,Blunt Object,Violent Crime,1,No,,2020,
232,2020-12-01,2020-10-01,11-01-2020 04:38,Patna,547,ARSON,32,F,,Fire Accident,12,Yes,2020-02-15,2020,34.0
233,2020-12-01,2020-10-01,10-01-2020 19:09,Mumbai,136,HOMICIDE,11,F,Other,Other Crime,9,No,,2020,
234,2020-11-01,2020-10-01,11-01-2020 03:46,Kolkata,254,ASSAULT,40,M,Poison,Violent Crime,14,No,,2020,
235,2020-12-01,2020-10-01,10-01-2020 20:30,Mumbai,514,TRAFFIC VIOLATION,23,F,Firearm,Traffic Fatality,19,Yes,2020-01-14,2020,2.0
236,,2020-10-01,10-01-2020 22:34,Ludhiana,105,ARSON,14,M,Poison,Fire Accident,12,Yes,2020-04-07,2020,85.0
237,2020-12-01,2020-10-01,11-01-2020 06:53,Visakhapatnam,561,CYBERCRIME,23,M,Other,Other Crime,7,No,,2020,
238,2020-12-01,2020-10-01,11-01-2020 04:23,Chennai,583,CYBERCRIME,35,M,Knife,Other Crime,4,No,,2020,
239,2020-12-01,2020-10-01,11-01-2020 10:13,Delhi,418,FIREARM OFFENSE,65,M,Knife,Fire Accident,15,No,,2020,
240,2020-11-01,2020-10-01,11-01-2020 11:41,Hyderabad,466,FIREARM OFFENSE,51,F,Knife,Fire Accident,13,No,,2020,
241,2020-12-01,2020-11-01,11-01-2020 00:34,Mumbai,402,COUNTERFEITING,35,F,Other,Other Crime,17,No,,2020,
242,2020-11-01,2020-11-01,11-01-2020 03:03,Bangalore,188,VANDALISM,59,F,Blunt Object,Other Crime,1,Yes,2020-02-12,2020,32.0
243,2020-12-01,2020-11-01,11-01-2020 11:51,Pune,512,FRAUD,48,F,Knife,Other Crime,4,Yes,2020-04-06,2020,85.0
244,,2020-11-01,11-01-2020 10:11,Kalyan,388,SEXUAL ASSAULT,18,F,Poison,Violent Crime,19,Yes,2020-08-21,2020,221.0
245,,2020-11-01,11-01-2020 14:49,Nagpur,423,ROBBERY,58,F,Firearm,Violent Crime,17,Yes,2020-06-27,2020,166.0
246,2020-11-01,2020-11-01,11-01-2020 17:14,Kolkata,399,ILLEGAL POSSESSION,65,F,Knife,Other Crime,7,No,,2020,
247,,2020-11-01,11-01-2020 08:58,Nagpur,432,EXTORTION,38,F,Blunt Object,Other Crime,6,Yes,2020-03-24,2020,71.0
248,,2020-11-01,11-01-2020 20:32,Ahmedabad,262,IDENTITY THEFT,77,F,Explosives,Violent Crime,13,Yes,2020-02-28,2020,45.0
249,,2020-11-01,12-01-2020 07:14,Thane,293,DOMESTIC VIOLENCE,70,F,Explosives,Violent Crime,8,Yes,2020-03-26,2020,73.0
250,,2020-11-01,11-01-2020 21:57,Nagpur,164,EXTORTION,11,F,Other,Other Crime,17,Yes,2020-01-23,2020,10.0
251,,2020-11-01,12-01-2020 02:39,Delhi,342,FIREARM OFFENSE,45,F,Other,Fire Accident,13,No,,2020,
252,,2020-11-01,11-01-2020 15:11,Thane,182,SHOPLIFTING,71,F,Firearm,Other Crime,3,Yes,2020-03-31,2020,78.0
253,2020-12-01,2020-11-01,12-01-2020 01:17,Hyderabad,362,TRAFFIC VIOLATION,11,M,Other,Traffic Fatality,10,Yes,2020-02-06,2020,25.0
254,2020-12-01,2020-11-01,11-01-2020 15:04,Nashik,123,ILLEGAL POSSESSION,39,M,,Other Crime,3,Yes,2020-01-20,2020,8.0
255,,2020-11-01,11-01-2020 21:38,Meerut,233,FIREARM OFFENSE,68,M,Explosives,Fire Accident,18,No,,2020,
256,,2020-11-01,12-01-2020 06:45,Kolkata,581,PUBLIC INTOXICATION,76,M,Explosives,Other Crime,9,Yes,2020-01-20,2020,7.0
257,2020-12-01,2020-11-01,12-01-2020 00:13,Hyderabad,230,EXTORTION,47,M,Blunt Object,Other Crime,4,Yes,2020-02-10,2020,29.0
258,2020-11-01,2020-11-01,11-01-2020 17:21,Ahmedabad,402,IDENTITY THEFT,22,F,Other,Violent Crime,18,No,,2020,
259,2020-12-01,2020-11-01,11-01-2020 22:11,Mumbai,151,EXTORTION,33,M,Poison,Other Crime,8,Yes,2020-04-02,2020,81.0
260,,2020-11-01,12-01-2020 08:18,Indore,366,KIDNAPPING,55,F,Firearm,Other Crime,11,No,,2020,
261,2020-12-01,2020-11-01,12-01-2020 01:13,Chennai,542,BURGLARY,11,F,,Other Crime,7,Yes,2020-05-28,2020,137.0
262,2020-12-01,2020-11-01,12-01-2020 07:49,Ghaziabad,145,COUNTERFEITING,49,M,Blunt Object,Other Crime,13,Yes,2020-02-06,2020,25.0
263,2020-12-01,2020-11-01,12-01-2020 08:50,Kolkata,142,IDENTITY THEFT,56,F,Poison,Violent Crime,12,No,,2020,
264,,2020-11-01,12-01-2020 22:04,Kanpur,261,SEXUAL ASSAULT,69,F,Knife,Violent Crime,11,Yes,2020-12-18,2020,340.0
265,2020-12-01,2020-12-01,12-01-2020 19:08,Visakhapatnam,152,COUNTERFEITING,79,F,Blunt Object,Other Crime,14,Yes,2020-02-21,2020,40.0
266,2020-12-01,2020-12-01,12-01-2020 03:39,Chennai,430,IDENTITY THEFT,17,F,Explosives,Violent Crime,19,No,,2020,
267,,2020-12-01,12-01-2020 08:13,Nagpur,203,ILLEGAL POSSESSION,71,F,Explosives,Other Crime,6,No,,2020,
268,,2020-12-01,12-01-2020 23:31,Kanpur,508,KIDNAPPING,16,F,Knife,Other Crime,8,Yes,2020-01-24,2020,10.0
269,2020-12-01,2020-12-01,12-01-2020 08:35,Surat,590,ROBBERY,71,M,Other,Violent Crime,10,No,,2020,
270,,2020-12-01,12-01-2020 07:42,Srinagar,491,SHOPLIFTING,50,M,Explosives,Other Crime,11,Yes,2020-02-28,2020,44.0
271,,2020-12-01,12-01-2020 08:31,Indore,586,DRUG OFFENSE,38,M,Blunt Object,Other Crime,8,No,,2020,
272,,2020-12-01,12-01-2020 23:49,Hyderabad,292,PUBLIC INTOXICATION,39,F,Knife,Other Crime,3,Yes,2020-02-06,2020,23.0
273,,2020-12-01,12-01-2020 11:51,Delhi,584,IDENTITY THEFT,36,M,Other,Violent Crime,3,No,,2020,
274,,2020-12-01,12-01-2020 14:37,Bangalore,515,VEHICLE - STOLEN,56,F,,Violent Crime,6,No,,2020,
275,,2020-12-01,13-01-2020 04:01,Bhopal,350,TRAFFIC VIOLATION,78,M,Blunt Object,Traffic Fatality,16,No,,2020,
276,,2020-12-01,13-01-2020 06:07,Ahmedabad,546,ASSAULT,21,M,Other,Violent Crime,1,No,,2020,
277,2020-12-01,2020-12-01,13-01-2020 10:15,Indore,115,ASSAULT,10,F,Poison,Violent Crime,14,No,,2020,
278,,2020-12-01,12-01-2020 13:29,Bhopal,254,TRAFFIC VIOLATION,44,F,Knife,Traffic Fatality,7,No,,2020,
279,,2020-12-01,13-01-2020 04:56,Chennai,410,TRAFFIC VIOLATION,58,M,Knife,Traffic Fatality,8,Yes,2020-01-30,2020,16.0
280,,2020-12-01,13-01-2020 04:19,Ludhiana,217,KIDNAPPING,45,F,Blunt Object,Other Crime,18,Yes,2020-04-07,2020,85.0
281,,2020-12-01,13-01-2020 10:14,Srinagar,189,FIREARM OFFENSE,12,F,Poison,Fire Accident,3,No,,2020,
282,,2020-12-01,13-01-2020 00:49,Ludhiana,180,FRAUD,62,F,Other,Other Crime,2,Yes,2020-03-14,2020,61.0
283,,2020-12-01,13-01-2020 01:20,Ludhiana,215,BURGLARY,48,F,Blunt Object,Other Crime,7,No,,2020,
284,,2020-12-01,13-01-2020 03:34,Mumbai,481,ARSON,55,F,,Fire Accident,5,Yes,2020-03-28,2020,74.0
285,,2020-12-01,13-01-2020 15:38,Indore,577,ASSAULT,70,F,Blunt Object,Violent Crime,6,No,,2020,
286,,2020-12-01,13-01-2020 05:53,Mumbai,212,SHOPLIFTING,38,M,Other,Other Crime,11,Yes,2020-03-25,2020,70.0
287,,2020-12-01,13-01-2020 16:05,Pune,244,VEHICLE - STOLEN,12,F,Explosives,Violent Crime,3,Yes,2020-02-01,2020,19.0
288,,2020-12-01,13-01-2020 01:39,Bangalore,363,IDENTITY THEFT,30,F,Firearm,Violent Crime,9,Yes,2020-03-29,2020,75.0
289,,,13-01-2020 15:29,Chennai,550,ILLEGAL POSSESSION,25,F,Blunt Object,Other Crime,3,Yes,2020-01-25,2020,11.0
290,,,13-01-2020 10:14,Ahmedabad,484,EXTORTION,22,F,Other,Other Crime,9,No,,2020,
291,,,13-01-2020 08:25,Chennai,515,SHOPLIFTING,69,F,Explosives,Other Crime,15,No,,2020,
292,,,13-01-2020 20:23,Chennai,307,BURGLARY,31,F,Poison,Other Crime,16,No,,2020,
293,,,13-01-2020 11:50,Thane,289,BURGLARY,59,M,Poison,Other Crime,9,No,,2020,
294,,,13-01-2020 10:55,Chennai,562,ASSAULT,51,F,Blunt Object,Violent Crime,4,Yes,2020-02-07,2020,24.0
295,,,13-01-2020 11:43,Bangalore,568,DOMESTIC VIOLENCE,48,M,Poison,Violent Crime,6,Yes,2020-03-07,2020,52.0
296,,,13-01-2020 13:14,Kolkata,262,VANDALISM,62,M,Other,Other Crime,4,Yes,2020-01-25,2020,12.0
297,,,13-01-2020 16:27,Delhi,546,TRAFFIC VIOLATION,50,M,Explosives,Traffic Fatality,5,No,,2020,
298,,,14-01-2020 04:47,Kolkata,199,IDENTITY THEFT,32,M,Explosives,Violent Crime,19,Yes,2020-01-26,2020,11.0
299,,,14-01-2020 04:55,Srinagar,513,SEXUAL ASSAULT,40,F,Other,Violent Crime,1,No,,2020,
300,,,14-01-2020 04:57,Nagpur,256,ROBBERY,55,F,Blunt Object,Violent Crime,7,Yes,2020-04-05,2020,81.0
301,,,14-01-2020 08:43,Jaipur,390,IDENTITY THEFT,64,M,,Violent Crime,6,No,,2020,
302,,,14-01-2020 00:49,Chennai,206,ARSON,59,F,,Fire Accident,12,Yes,2020-04-09,2020,84.0
303,,,13-01-2020 21:22,Kanpur,491,DOMESTIC VIOLENCE,12,F,Blunt Object,Violent Crime,4,No,,2020,
304,,,13-01-2020 20:23,Kalyan,139,PUBLIC INTOXICATION,30,F,,Other Crime,11,Yes,2020-01-17,2020,2.0
305,,,13-01-2020 16:47,Pune,126,TRAFFIC VIOLATION,13,F,Knife,Traffic Fatality,13,Yes,2020-01-21,2020,8.0
306,,,14-01-2020 07:31,Faridabad,431,FIREARM OFFENSE,27,M,Poison,Fire Accident,19,No,,2020,
307,,,13-01-2020 22:40,Kanpur,528,TRAFFIC VIOLATION,50,F,Firearm,Traffic Fatality,3,Yes,2020-01-15,2020,1.0
308,,,14-01-2020 07:24,Indore,282,COUNTERFEITING,66,F,Other,Other Crime,5,No,,2020,
309,,,14-01-2020 17:26,Bangalore,577,SEXUAL ASSAULT,26,M,Firearm,Violent Crime,12,Yes,2021-07-10,2020,543.0
310,,,14-01-2020 16:26,Ahmedabad,494,DOMESTIC VIOLENCE,35,F,Poison,Violent Crime,9,Yes,2020-01-30,2020,15.0
311,,,14-01-2020 16:21,Delhi,395,DRUG OFFENSE,29,F,,Other Crime,6,Yes,2020-04-04,2020,79.0
312,,,14-01-2020 12:22,Kolkata,276,ARSON,32,F,Firearm,Fire Accident,11,No,,2020,
313,,,14-01-2020 16:05,Bangalore,560,DRUG OFFENSE,37,F,Firearm,Other Crime,13,No,,2020,
314,,,14-01-2020 04:12,Bangalore,217,ASSAULT,18,F,Firearm,Violent Crime,6,No,,2020,
315,,,14-01-2020 17:13,Kanpur,389,BURGLARY,60,M,Poison,Other Crime,1,Yes,2020-04-24,2020,99.0
316,,,14-01-2020 19:05,Delhi,361,BURGLARY,42,M,Other,Other Crime,11,Yes,2020-07-01,2020,169.0
317,,,14-01-2020 12:47,Mumbai,269,DOMESTIC VIOLENCE,42,F,Knife,Violent Crime,1,Yes,2020-01-23,2020,9.0
318,,,14-01-2020 19:04,Nashik,106,COUNTERFEITING,67,M,,Other Crime,5,No,,2020,
319,,,14-01-2020 13:56,Lucknow,330,VANDALISM,79,F,Other,Other Crime,13,No,,2020,
320,,,15-01-2020 02:59,Bangalore,190,ARSON,41,M,Knife,Fire Accident,2,No,,2020,
321,,,14-01-2020 17:56,Pune,446,FRAUD,45,M,Poison,Other Crime,7,No,,2020,
322,,,14-01-2020 15:37,Kolkata,503,TRAFFIC VIOLATION,62,M,,Traffic Fatality,18,Yes,2020-01-28,2020,13.0
323,,,14-01-2020 21:12,Bangalore,471,ARSON,64,F,Explosives,Fire Accident,18,No,,2020,
324,,,14-01-2020 18:59,Mumbai,526,FRAUD,67,M,Knife,Other Crime,6,No,,2020,
325,,,14-01-2020 20:43,Bangalore,589,SHOPLIFTING,67,F,Explosives,Other Crime,6,Yes,2020-01-31,2020,14.0
326,,,15-01-2020 05:46,Visakhapatnam,344,VANDALISM,45,F,Explosives,Other Crime,9,No,,2020,
327,,,15-01-2020 12:44,Patna,470,ROBBERY,53,F,Poison,Violent Crime,15,No,,2020,
328,,,15-01-2020 13:02,Bangalore,506,BURGLARY,68,M,Firearm,Other Crime,6,No,,2020,
329,,,15-01-2020 02:16,Mumbai,187,ARSON,70,M,Knife,Fire Accident,7,No,,2020,
330,,,15-01-2020 16:31,Surat,570,DRUG OFFENSE,42,F,Other,Other Crime,5,Yes,2020-02-23,2020,37.0
331,,,15-01-2020 13:53,Delhi,358,ARSON,15,F,Poison,Fire Accident,18,Yes,2020-03-25,2020,69.0
332,,,14-01-2020 21:22,Delhi,586,ILLEGAL POSSESSION,57,M,Knife,Other Crime,17,Yes,2020-02-10,2020,26.0
333,,,15-01-2020 07:04,Mumbai,534,COUNTERFEITING,70,M,Explosives,Other Crime,14,Yes,2020-03-12,2020,57.0
334,,,15-01-2020 13:22,Hyderabad,225,VANDALISM,42,M,,Other Crime,8,No,,2020,
335,,,15-01-2020 21:18,Bangalore,331,SHOPLIFTING,77,F,Poison,Other Crime,1,No,,2020,
336,,,15-01-2020 20:02,Ahmedabad,359,SHOPLIFTING,40,F,,Other Crime,5,Yes,2020-02-12,2020,28.0
337,,,15-01-2020 15:06,Delhi,574,COUNTERFEITING,53,F,Other,Other Crime,7,No,,2020,
338,,,15-01-2020 06:07,Faridabad,477,SEXUAL ASSAULT,21,M,Other,Violent Crime,12,Yes,2020-08-31,2020,227.0
339,,,15-01-2020 10:01,Kanpur,419,DOMESTIC VIOLENCE,64,F,,Violent Crime,6,Yes,2020-03-16,2020,60.0
340,,,15-01-2020 17:40,Ahmedabad,167,PUBLIC INTOXICATION,36,F,Knife,Other Crime,13,Yes,2020-02-07,2020,23.0
341,,,15-01-2020 16:24,Pune,101,ROBBERY,14,F,Knife,Violent Crime,12,Yes,2020-07-13,2020,178.0
342,,,16-01-2020 04:41,Delhi,356,KIDNAPPING,30,F,Blunt Object,Other Crime,10,No,,2020,
343,,,15-01-2020 21:41,Pune,390,CYBERCRIME,46,M,Firearm,Other Crime,16,Yes,2020-03-30,2020,74.0
344,,,15-01-2020 07:58,Ghaziabad,559,ASSAULT,48,F,,Violent Crime,3,Yes,2020-04-12,2020,87.0
345,,,15-01-2020 10:55,Meerut,344,SEXUAL ASSAULT,60,F,Firearm,Violent Crime,19,No,,2020,
346,,,16-01-2020 04:37,Delhi,385,BURGLARY,11,M,Firearm,Other Crime,13,No,,2020,
347,,,16-01-2020 09:08,Mumbai,236,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,14,No,,2020,
348,,,16-01-2020 05:33,Delhi,277,ILLEGAL POSSESSION,55,M,Knife,Other Crime,13,Yes,2020-02-13,2020,27.0
349,,,16-01-2020 09:42,Lucknow,343,TRAFFIC VIOLATION,17,F,,Traffic Fatality,19,No,,2020,
350,,,15-01-2020 18:19,Bangalore,387,PUBLIC INTOXICATION,50,F,Poison,Other Crime,7,Yes,2020-02-09,2020,24.0
351,,,16-01-2020 05:48,Pune,168,VEHICLE - STOLEN,73,F,Firearm,Violent Crime,2,No,,2020,
352,,,16-01-2020 01:58,Mumbai,270,CYBERCRIME,44,F,Blunt Object,Other Crime,11,Yes,2020-02-25,2020,41.0
353,,,16-01-2020 09:30,Delhi,205,ILLEGAL POSSESSION,64,F,Explosives,Other Crime,12,Yes,2020-03-07,2020,51.0
354,,,16-01-2020 05:24,Vasai,272,EXTORTION,78,F,Explosives,Other Crime,12,Yes,2020-03-20,2020,64.0
355,,,16-01-2020 00:09,Nashik,226,HOMICIDE,54,F,Other,Other Crime,8,No,,2020,
356,,,15-01-2020 21:21,Pune,562,BURGLARY,25,F,Poison,Other Crime,19,No,,2020,
357,,,16-01-2020 16:30,Delhi,328,CYBERCRIME,44,M,Knife,Other Crime,11,No,,2020,
358,,,16-01-2020 09:44,Lucknow,224,DRUG OFFENSE,12,F,Firearm,Other Crime,2,No,,2020,
359,,,16-01-2020 18:11,Lucknow,503,ASSAULT,31,F,Other,Violent Crime,3,Yes,2020-03-04,2020,48.0
360,,,16-01-2020 04:29,Kolkata,418,BURGLARY,14,F,Explosives,Other Crime,2,Yes,2020-04-12,2020,86.0
361,,,16-01-2020 01:07,Meerut,568,ILLEGAL POSSESSION,14,M,Knife,Other Crime,9,No,,2020,
362,,,16-01-2020 16:35,Ludhiana,502,CYBERCRIME,26,F,Poison,Other Crime,17,Yes,2020-02-04,2020,18.0
363,,,16-01-2020 13:30,Jaipur,227,ILLEGAL POSSESSION,51,F,Firearm,Other Crime,6,No,,2020,
364,,,16-01-2020 12:08,Nagpur,583,KIDNAPPING,11,F,,Other Crime,16,No,,2020,
365,,,16-01-2020 06:19,Jaipur,417,IDENTITY THEFT,43,F,,Violent Crime,15,No,,2020,
366,,,16-01-2020 09:39,Nagpur,512,FRAUD,69,M,,Other Crime,14,No,,2020,
367,,,16-01-2020 08:38,Nashik,511,ILLEGAL POSSESSION,59,M,Knife,Other Crime,13,No,,2020,
368,,,16-01-2020 21:25,Chennai,392,KIDNAPPING,31,M,,Other Crime,15,No,,2020,
369,,,16-01-2020 11:57,Indore,151,ILLEGAL POSSESSION,46,F,Explosives,Other Crime,7,No,,2020,
370,,,17-01-2020 02:08,Bangalore,213,COUNTERFEITING,28,M,Poison,Other Crime,19,Yes,2020-03-29,2020,70.0
371,,,17-01-2020 08:59,Ghaziabad,339,EXTORTION,62,F,Knife,Other Crime,19,No,,2020,
372,,,17-01-2020 06:35,Delhi,286,FIREARM OFFENSE,36,F,Knife,Fire Accident,15,No,,2020,
373,,,16-01-2020 21:32,Delhi,282,SEXUAL ASSAULT,24,F,Blunt Object,Violent Crime,8,No,,2020,
374,,,16-01-2020 13:15,Meerut,552,DOMESTIC VIOLENCE,36,F,Other,Violent Crime,8,Yes,2020-02-25,2020,37.0
375,,,16-01-2020 20:37,Delhi,510,DRUG OFFENSE,28,F,Other,Other Crime,11,No,,2020,
376,,,17-01-2020 04:29,Lucknow,558,BURGLARY,29,F,Blunt Object,Other Crime,19,Yes,2020-03-31,2020,72.0
377,,,16-01-2020 17:57,Indore,432,BURGLARY,44,M,Blunt Object,Other Crime,18,Yes,2020-04-15,2020,90.0
378,,,17-01-2020 11:31,Mumbai,103,BURGLARY,27,F,,Other Crime,12,Yes,2020-06-11,2020,146.0
379,,,17-01-2020 00:53,Delhi,456,DRUG OFFENSE,19,F,Knife,Other Crime,8,No,,2020,
380,,,17-01-2020 14:11,Ghaziabad,148,DRUG OFFENSE,36,F,Blunt Object,Other Crime,2,Yes,2020-04-11,2020,85.0
381,,,16-01-2020 20:42,Surat,349,IDENTITY THEFT,69,F,Blunt Object,Violent Crime,6,Yes,2020-02-12,2020,24.0
382,,,17-01-2020 10:33,Mumbai,587,IDENTITY THEFT,63,F,Poison,Violent Crime,3,Yes,2020-04-01,2020,75.0
383,,,17-01-2020 08:06,Kanpur,102,SEXUAL ASSAULT,38,F,Other,Violent Crime,18,No,,2020,
384,,,17-01-2020 02:48,Thane,136,ILLEGAL POSSESSION,73,F,Explosives,Other Crime,9,No,,2020,
385,,,17-01-2020 15:49,Pune,203,COUNTERFEITING,57,M,Poison,Other Crime,9,No,,2020,
386,,,17-01-2020 06:21,Mumbai,159,IDENTITY THEFT,45,F,Firearm,Violent Crime,11,No,,2020,
387,,,17-01-2020 23:14,Indore,210,COUNTERFEITING,13,F,Poison,Other Crime,17,No,,2020,
388,,,18-01-2020 01:17,Rajkot,454,TRAFFIC VIOLATION,59,F,Poison,Traffic Fatality,12,Yes,2020-01-24,2020,5.0
389,,,17-01-2020 06:55,Pune,118,IDENTITY THEFT,79,F,Other,Violent Crime,19,Yes,2020-04-09,2020,83.0
390,,,17-01-2020 11:59,Nagpur,243,COUNTERFEITING,19,M,Explosives,Other Crime,12,No,,2020,
391,,,17-01-2020 07:59,Delhi,343,COUNTERFEITING,51,F,Firearm,Other Crime,19,No,,2020,
392,,,17-01-2020 17:42,Delhi,409,ILLEGAL POSSESSION,54,F,Knife,Other Crime,17,Yes,2020-03-10,2020,51.0
393,,,17-01-2020 13:19,Lucknow,489,VEHICLE - STOLEN,54,M,Poison,Violent Crime,10,No,,2020,
394,,,18-01-2020 04:19,Mumbai,524,CYBERCRIME,56,M,Other,Other Crime,9,No,,2020,
